name	size	read_group_submitter_id	checksum	checksum_type	local_path	format	type
28763c1b90c373d8e0a403074cd81b9a.IcgcOvarian_AOCS123_1DNA_7PrimaryTumour_ICGCDBPC20130607006_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	121659630046	20131019054658165	28763c1b90c373d8e0a403074cd81b9a	md5	song://collaboratory/EGAZ00001018602/023c0aff-66c9-508f-bb49-2d8b01fe8aea	BAM	sequencing_file
28763c1b90c373d8e0a403074cd81b9a.IcgcOvarian_AOCS123_1DNA_7PrimaryTumour_ICGCDBPC20130607006_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	121659630046	20131019060619115	28763c1b90c373d8e0a403074cd81b9a	md5	song://collaboratory/EGAZ00001018602/023c0aff-66c9-508f-bb49-2d8b01fe8aea	BAM	sequencing_file
68a1782805564601c8901e4cc4109bb2.IcgcOvarian_AOCS126_1DNA_7PrimaryTumour_ICGCDBPC20130205110_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	129662300502	20130406072505233	68a1782805564601c8901e4cc4109bb2	md5	song://collaboratory/EGAZ00001018650/92a81bb6-9461-507a-8828-3115a2ba86c7	BAM	sequencing_file
68a1782805564601c8901e4cc4109bb2.IcgcOvarian_AOCS126_1DNA_7PrimaryTumour_ICGCDBPC20130205110_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	129662300502	20130406071929349	68a1782805564601c8901e4cc4109bb2	md5	song://collaboratory/EGAZ00001018650/92a81bb6-9461-507a-8828-3115a2ba86c7	BAM	sequencing_file
68a1782805564601c8901e4cc4109bb2.IcgcOvarian_AOCS126_1DNA_7PrimaryTumour_ICGCDBPC20130205110_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	129662300502	20130406072443848	68a1782805564601c8901e4cc4109bb2	md5	song://collaboratory/EGAZ00001018650/92a81bb6-9461-507a-8828-3115a2ba86c7	BAM	sequencing_file
68a1782805564601c8901e4cc4109bb2.IcgcOvarian_AOCS126_1DNA_7PrimaryTumour_ICGCDBPC20130205110_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	129662300502	20130406065921835	68a1782805564601c8901e4cc4109bb2	md5	song://collaboratory/EGAZ00001018650/92a81bb6-9461-507a-8828-3115a2ba86c7	BAM	sequencing_file
a619daadf6b6aeff491eea7e52e05162.IcgcOvarian_AOCS144_1DNA_7PrimaryTumour_ICGCDBPC20130205160_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	157551330649	20130314120551756	a619daadf6b6aeff491eea7e52e05162	md5	song://collaboratory/EGAZ00001018796/b993dc1b-62aa-523f-853d-801583709ad0	BAM	sequencing_file
a619daadf6b6aeff491eea7e52e05162.IcgcOvarian_AOCS144_1DNA_7PrimaryTumour_ICGCDBPC20130205160_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	157551330649	20130314065421832	a619daadf6b6aeff491eea7e52e05162	md5	song://collaboratory/EGAZ00001018796/b993dc1b-62aa-523f-853d-801583709ad0	BAM	sequencing_file
a619daadf6b6aeff491eea7e52e05162.IcgcOvarian_AOCS144_1DNA_7PrimaryTumour_ICGCDBPC20130205160_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	157551330649	20130314120145557	a619daadf6b6aeff491eea7e52e05162	md5	song://collaboratory/EGAZ00001018796/b993dc1b-62aa-523f-853d-801583709ad0	BAM	sequencing_file
a619daadf6b6aeff491eea7e52e05162.IcgcOvarian_AOCS144_1DNA_7PrimaryTumour_ICGCDBPC20130205160_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	157551330649	20130314034625672	a619daadf6b6aeff491eea7e52e05162	md5	song://collaboratory/EGAZ00001018796/b993dc1b-62aa-523f-853d-801583709ad0	BAM	sequencing_file
6ab10ae4a5d53d6c2e1d71c536d67d2a.IcgcOvarian_AOCS132_1DNA_7PrimaryTumour_ICGCDBPC20130205120_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	143133107877	20130208061250409	6ab10ae4a5d53d6c2e1d71c536d67d2a	md5	song://collaboratory/EGAZ00001018753/f713bb6f-0e06-5d57-8663-87e3230ca768	BAM	sequencing_file
6ab10ae4a5d53d6c2e1d71c536d67d2a.IcgcOvarian_AOCS132_1DNA_7PrimaryTumour_ICGCDBPC20130205120_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	143133107877	20130208063022756	6ab10ae4a5d53d6c2e1d71c536d67d2a	md5	song://collaboratory/EGAZ00001018753/f713bb6f-0e06-5d57-8663-87e3230ca768	BAM	sequencing_file
6ab10ae4a5d53d6c2e1d71c536d67d2a.IcgcOvarian_AOCS132_1DNA_7PrimaryTumour_ICGCDBPC20130205120_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	143133107877	20130208053822542	6ab10ae4a5d53d6c2e1d71c536d67d2a	md5	song://collaboratory/EGAZ00001018753/f713bb6f-0e06-5d57-8663-87e3230ca768	BAM	sequencing_file
6ab10ae4a5d53d6c2e1d71c536d67d2a.IcgcOvarian_AOCS132_1DNA_7PrimaryTumour_ICGCDBPC20130205120_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	143133107877	2013020808210567	6ab10ae4a5d53d6c2e1d71c536d67d2a	md5	song://collaboratory/EGAZ00001018753/f713bb6f-0e06-5d57-8663-87e3230ca768	BAM	sequencing_file
c8f3ed82ad678d3efd4ae250bbb4a5c7.IcgcOvarian_AOCS132_1DNA_1NormalBlood_ICGCDBPC20130205119_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	117322472886	20130301114336877	c8f3ed82ad678d3efd4ae250bbb4a5c7	md5	song://collaboratory/EGAZ00001018799/84e72645-6789-5290-aa25-f8260b8d7b53	BAM	sequencing_file
c8f3ed82ad678d3efd4ae250bbb4a5c7.IcgcOvarian_AOCS132_1DNA_1NormalBlood_ICGCDBPC20130205119_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	117322472886	20130301114322579	c8f3ed82ad678d3efd4ae250bbb4a5c7	md5	song://collaboratory/EGAZ00001018799/84e72645-6789-5290-aa25-f8260b8d7b53	BAM	sequencing_file
c8f3ed82ad678d3efd4ae250bbb4a5c7.IcgcOvarian_AOCS132_1DNA_1NormalBlood_ICGCDBPC20130205119_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	117322472886	20130301112242281	c8f3ed82ad678d3efd4ae250bbb4a5c7	md5	song://collaboratory/EGAZ00001018799/84e72645-6789-5290-aa25-f8260b8d7b53	BAM	sequencing_file
0a6f68352f1800e82f865ca45c047230.S0039_20120524_2_LMP.nopd.nobc.bam	81935181775	20120626072120146	0a6f68352f1800e82f865ca45c047230	md5	song://collaboratory/EGAR00001083732/3b441e68-881d-531b-af8b-347447f1c5ab	BAM	sequencing_file
54a023edb589ce7fc4a12edcf794d64c.IcgcOvarian_AOCS149_1DNA_1NormalBlood_ICGCDBPC20130205169_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	122582349829	20130524042937501	54a023edb589ce7fc4a12edcf794d64c	md5	song://collaboratory/EGAZ00001018557/edadbbaa-6b33-53da-ab8d-744ddf799083	BAM	sequencing_file
54a023edb589ce7fc4a12edcf794d64c.IcgcOvarian_AOCS149_1DNA_1NormalBlood_ICGCDBPC20130205169_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	122582349829	20130524025417879	54a023edb589ce7fc4a12edcf794d64c	md5	song://collaboratory/EGAZ00001018557/edadbbaa-6b33-53da-ab8d-744ddf799083	BAM	sequencing_file
54a023edb589ce7fc4a12edcf794d64c.IcgcOvarian_AOCS149_1DNA_1NormalBlood_ICGCDBPC20130205169_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	122582349829	20130524041723806	54a023edb589ce7fc4a12edcf794d64c	md5	song://collaboratory/EGAZ00001018557/edadbbaa-6b33-53da-ab8d-744ddf799083	BAM	sequencing_file
54a023edb589ce7fc4a12edcf794d64c.IcgcOvarian_AOCS149_1DNA_1NormalBlood_ICGCDBPC20130205169_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	122582349829	201305240257495	54a023edb589ce7fc4a12edcf794d64c	md5	song://collaboratory/EGAZ00001018557/edadbbaa-6b33-53da-ab8d-744ddf799083	BAM	sequencing_file
864611bc34f62645d962a402a376130f.IcgcOvarian_AOCS133_1DNA_1NormalBlood_ICGCDBPC20130205121_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	124246089346	20130301114847597	864611bc34f62645d962a402a376130f	md5	song://collaboratory/EGAZ00001018657/d19a7444-0817-519c-ae69-085f77cfec16	BAM	sequencing_file
864611bc34f62645d962a402a376130f.IcgcOvarian_AOCS133_1DNA_1NormalBlood_ICGCDBPC20130205121_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	124246089346	20130301015917518	864611bc34f62645d962a402a376130f	md5	song://collaboratory/EGAZ00001018657/d19a7444-0817-519c-ae69-085f77cfec16	BAM	sequencing_file
864611bc34f62645d962a402a376130f.IcgcOvarian_AOCS133_1DNA_1NormalBlood_ICGCDBPC20130205121_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	124246089346	20130301013548693	864611bc34f62645d962a402a376130f	md5	song://collaboratory/EGAZ00001018657/d19a7444-0817-519c-ae69-085f77cfec16	BAM	sequencing_file
ac8c007ec94791f2946ad0f516c6b194.IcgcOvarian_AOCS152_1DNA_1NormalBlood_ICGCDBPC20130205173_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109323342438	20130312043828226	ac8c007ec94791f2946ad0f516c6b194	md5	song://collaboratory/EGAZ00001018623/c51c8091-84c6-52e9-982a-b09dcac65a26	BAM	sequencing_file
ac8c007ec94791f2946ad0f516c6b194.IcgcOvarian_AOCS152_1DNA_1NormalBlood_ICGCDBPC20130205173_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109323342438	20130312021120679	ac8c007ec94791f2946ad0f516c6b194	md5	song://collaboratory/EGAZ00001018623/c51c8091-84c6-52e9-982a-b09dcac65a26	BAM	sequencing_file
ac8c007ec94791f2946ad0f516c6b194.IcgcOvarian_AOCS152_1DNA_1NormalBlood_ICGCDBPC20130205173_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109323342438	20130312030618493	ac8c007ec94791f2946ad0f516c6b194	md5	song://collaboratory/EGAZ00001018623/c51c8091-84c6-52e9-982a-b09dcac65a26	BAM	sequencing_file
c7847bf88c1b0e3a57a9694cf91f4922.IcgcOvarian_AOCS124_1DNA_7PrimaryTumour_ICGCDBPC20130205106_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	128905022263	20130310045551929	c7847bf88c1b0e3a57a9694cf91f4922	md5	song://collaboratory/EGAZ00001018786/a4395d19-5531-5bbc-bd93-7740e8aa4cee	BAM	sequencing_file
c7847bf88c1b0e3a57a9694cf91f4922.IcgcOvarian_AOCS124_1DNA_7PrimaryTumour_ICGCDBPC20130205106_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	128905022263	20130310051452876	c7847bf88c1b0e3a57a9694cf91f4922	md5	song://collaboratory/EGAZ00001018786/a4395d19-5531-5bbc-bd93-7740e8aa4cee	BAM	sequencing_file
c7847bf88c1b0e3a57a9694cf91f4922.IcgcOvarian_AOCS124_1DNA_7PrimaryTumour_ICGCDBPC20130205106_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	128905022263	20130310035538942	c7847bf88c1b0e3a57a9694cf91f4922	md5	song://collaboratory/EGAZ00001018786/a4395d19-5531-5bbc-bd93-7740e8aa4cee	BAM	sequencing_file
c7847bf88c1b0e3a57a9694cf91f4922.IcgcOvarian_AOCS124_1DNA_7PrimaryTumour_ICGCDBPC20130205106_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	128905022263	20130310043041673	c7847bf88c1b0e3a57a9694cf91f4922	md5	song://collaboratory/EGAZ00001018786/a4395d19-5531-5bbc-bd93-7740e8aa4cee	BAM	sequencing_file
84c6136990fd7668aa1f664abf5a3aa0.IcgcOvarian_AOCS147_1DNA_1NormalBlood_ICGCDBPC20130205165_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109875611892	20130325081147510	84c6136990fd7668aa1f664abf5a3aa0	md5	song://collaboratory/EGAZ00001018701/fc8cc289-7e07-5d30-8a2c-759827894af5	BAM	sequencing_file
84c6136990fd7668aa1f664abf5a3aa0.IcgcOvarian_AOCS147_1DNA_1NormalBlood_ICGCDBPC20130205165_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109875611892	20130325081700641	84c6136990fd7668aa1f664abf5a3aa0	md5	song://collaboratory/EGAZ00001018701/fc8cc289-7e07-5d30-8a2c-759827894af5	BAM	sequencing_file
84c6136990fd7668aa1f664abf5a3aa0.IcgcOvarian_AOCS147_1DNA_1NormalBlood_ICGCDBPC20130205165_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109875611892	20130325080639116	84c6136990fd7668aa1f664abf5a3aa0	md5	song://collaboratory/EGAZ00001018701/fc8cc289-7e07-5d30-8a2c-759827894af5	BAM	sequencing_file
855b9312dc54e546e80de28e6d19d6fb.IcgcOvarian_AOCS148_1DNA_1NormalBlood_ICGCDBPC20130205167_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	103020727132	2013032507314732	855b9312dc54e546e80de28e6d19d6fb	md5	song://collaboratory/EGAZ00001018603/040f849a-de19-52de-a62b-e11d78830b5a	BAM	sequencing_file
855b9312dc54e546e80de28e6d19d6fb.IcgcOvarian_AOCS148_1DNA_1NormalBlood_ICGCDBPC20130205167_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	103020727132	20130325070609525	855b9312dc54e546e80de28e6d19d6fb	md5	song://collaboratory/EGAZ00001018603/040f849a-de19-52de-a62b-e11d78830b5a	BAM	sequencing_file
855b9312dc54e546e80de28e6d19d6fb.IcgcOvarian_AOCS148_1DNA_1NormalBlood_ICGCDBPC20130205167_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	103020727132	20130325055739487	855b9312dc54e546e80de28e6d19d6fb	md5	song://collaboratory/EGAZ00001018603/040f849a-de19-52de-a62b-e11d78830b5a	BAM	sequencing_file
f7bf5f01c2497dfd861a544189c9f3e7.S0414_20120530_1_LMP.nopd.nobc.bam	59241015486	20120625215156417	f7bf5f01c2497dfd861a544189c9f3e7	md5	song://collaboratory/EGAR00001083602/5fe0118c-b20f-5d28-a3d7-f660fe66b593	BAM	sequencing_file
4e978d60bc9735690de01fc64fa54e8a.IcgcOvarian_AOCS146_1DNA_1NormalBlood_ICGCDBPC20130205163_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109113391902	20130406085812126	4e978d60bc9735690de01fc64fa54e8a	md5	song://collaboratory/EGAZ00001018778/07e571c7-322b-5411-a49c-8713f00e41c0	BAM	sequencing_file
4e978d60bc9735690de01fc64fa54e8a.IcgcOvarian_AOCS146_1DNA_1NormalBlood_ICGCDBPC20130205163_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109113391902	20130406083146346	4e978d60bc9735690de01fc64fa54e8a	md5	song://collaboratory/EGAZ00001018778/07e571c7-322b-5411-a49c-8713f00e41c0	BAM	sequencing_file
4e978d60bc9735690de01fc64fa54e8a.IcgcOvarian_AOCS146_1DNA_1NormalBlood_ICGCDBPC20130205163_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	109113391902	20130406102818820	4e978d60bc9735690de01fc64fa54e8a	md5	song://collaboratory/EGAZ00001018778/07e571c7-322b-5411-a49c-8713f00e41c0	BAM	sequencing_file
e4fe8353ae62045642a2124909c5cfa5.IcgcOvarian_AOCS122_1DNA_7PrimaryTumour_ICGCDBPC20130205102_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	133684363564	20130303045027559	e4fe8353ae62045642a2124909c5cfa5	md5	song://collaboratory/EGAZ00001018588/7aba9867-ffba-5e57-96d0-300c80839504	BAM	sequencing_file
e4fe8353ae62045642a2124909c5cfa5.IcgcOvarian_AOCS122_1DNA_7PrimaryTumour_ICGCDBPC20130205102_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	133684363564	20130303043628987	e4fe8353ae62045642a2124909c5cfa5	md5	song://collaboratory/EGAZ00001018588/7aba9867-ffba-5e57-96d0-300c80839504	BAM	sequencing_file
e4fe8353ae62045642a2124909c5cfa5.IcgcOvarian_AOCS122_1DNA_7PrimaryTumour_ICGCDBPC20130205102_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	133684363564	2013030309401731	e4fe8353ae62045642a2124909c5cfa5	md5	song://collaboratory/EGAZ00001018588/7aba9867-ffba-5e57-96d0-300c80839504	BAM	sequencing_file
e4fe8353ae62045642a2124909c5cfa5.IcgcOvarian_AOCS122_1DNA_7PrimaryTumour_ICGCDBPC20130205102_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	133684363564	2013030309384470	e4fe8353ae62045642a2124909c5cfa5	md5	song://collaboratory/EGAZ00001018588/7aba9867-ffba-5e57-96d0-300c80839504	BAM	sequencing_file
0e6be466f203ae2ec30aa674e37afaea.IcgcOvarian_AOCS143_1DNA_7PrimaryTumour_ICGCDBPC20130205158_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	318591814223	20130312102245507	0e6be466f203ae2ec30aa674e37afaea	md5	song://collaboratory/EGAZ00001018576/509d886f-419a-502a-82da-a9e279a68483	BAM	sequencing_file
0e6be466f203ae2ec30aa674e37afaea.IcgcOvarian_AOCS143_1DNA_7PrimaryTumour_ICGCDBPC20130205158_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	318591814223	20130312095724451	0e6be466f203ae2ec30aa674e37afaea	md5	song://collaboratory/EGAZ00001018576/509d886f-419a-502a-82da-a9e279a68483	BAM	sequencing_file
0e6be466f203ae2ec30aa674e37afaea.IcgcOvarian_AOCS143_1DNA_7PrimaryTumour_ICGCDBPC20130205158_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	318591814223	20130312065703436	0e6be466f203ae2ec30aa674e37afaea	md5	song://collaboratory/EGAZ00001018576/509d886f-419a-502a-82da-a9e279a68483	BAM	sequencing_file
0e6be466f203ae2ec30aa674e37afaea.IcgcOvarian_AOCS143_1DNA_7PrimaryTumour_ICGCDBPC20130205158_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	318591814223	2013031209373977	0e6be466f203ae2ec30aa674e37afaea	md5	song://collaboratory/EGAZ00001018576/509d886f-419a-502a-82da-a9e279a68483	BAM	sequencing_file
0e6be466f203ae2ec30aa674e37afaea.IcgcOvarian_AOCS143_1DNA_7PrimaryTumour_ICGCDBPC20130205158_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	318591814223	20130312031704901	0e6be466f203ae2ec30aa674e37afaea	md5	song://collaboratory/EGAZ00001018576/509d886f-419a-502a-82da-a9e279a68483	BAM	sequencing_file
0e6be466f203ae2ec30aa674e37afaea.IcgcOvarian_AOCS143_1DNA_7PrimaryTumour_ICGCDBPC20130205158_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	318591814223	20130312090820579	0e6be466f203ae2ec30aa674e37afaea	md5	song://collaboratory/EGAZ00001018576/509d886f-419a-502a-82da-a9e279a68483	BAM	sequencing_file
0e6be466f203ae2ec30aa674e37afaea.IcgcOvarian_AOCS143_1DNA_7PrimaryTumour_ICGCDBPC20130205158_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	318591814223	20130312092809464	0e6be466f203ae2ec30aa674e37afaea	md5	song://collaboratory/EGAZ00001018576/509d886f-419a-502a-82da-a9e279a68483	BAM	sequencing_file
0e6be466f203ae2ec30aa674e37afaea.IcgcOvarian_AOCS143_1DNA_7PrimaryTumour_ICGCDBPC20130205158_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	318591814223	2013031207574519	0e6be466f203ae2ec30aa674e37afaea	md5	song://collaboratory/EGAZ00001018576/509d886f-419a-502a-82da-a9e279a68483	BAM	sequencing_file
b53b3bcd072bc71f56cdc5cf494c4aed.IcgcOvarian_AOCS145_1DNA_7PrimaryTumour_ICGCDBPC20130205162_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	140306802001	20130312102800625	b53b3bcd072bc71f56cdc5cf494c4aed	md5	song://collaboratory/EGAZ00001018707/49ed94e4-1248-536e-be94-fdc64154ce5d	BAM	sequencing_file
b53b3bcd072bc71f56cdc5cf494c4aed.IcgcOvarian_AOCS145_1DNA_7PrimaryTumour_ICGCDBPC20130205162_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	140306802001	20130312103243839	b53b3bcd072bc71f56cdc5cf494c4aed	md5	song://collaboratory/EGAZ00001018707/49ed94e4-1248-536e-be94-fdc64154ce5d	BAM	sequencing_file
b53b3bcd072bc71f56cdc5cf494c4aed.IcgcOvarian_AOCS145_1DNA_7PrimaryTumour_ICGCDBPC20130205162_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	140306802001	20130312102215465	b53b3bcd072bc71f56cdc5cf494c4aed	md5	song://collaboratory/EGAZ00001018707/49ed94e4-1248-536e-be94-fdc64154ce5d	BAM	sequencing_file
b53b3bcd072bc71f56cdc5cf494c4aed.IcgcOvarian_AOCS145_1DNA_7PrimaryTumour_ICGCDBPC20130205162_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	140306802001	2013031207410680	b53b3bcd072bc71f56cdc5cf494c4aed	md5	song://collaboratory/EGAZ00001018707/49ed94e4-1248-536e-be94-fdc64154ce5d	BAM	sequencing_file
34a2e23abc1629d2a623b9b7a12df4de.IcgcOvarian_AOCS146_1DNA_7PrimaryTumour_ICGCDBPC20130205164_IlluminaIGNOutsourcing_NoCapture_Bwa_HiSeq.jpearson.bam	154026183039	20130311035305696	34a2e23abc1629d2a623b9b7a12df4de	md5	song://collaboratory/EGAZ00001018676/4c11e84d-3afe-5b77-a0c2-7deade02d31b	BAM	sequencing_file
